PDS,ANZ_S,RTS_E22100.0,RTS_E22100.1,RTS_E22100.3,RTS_E22100.3.MW_A_PR,RTS_E22100.3.MW_M_PR,RTS_E22100.3.MW_A_PW,RTS_E22100.3.MW_M_PW,RTS_E22100.4,RTS_E22100.4.MW_A_PR,RTS_E22100.4.MW_M_PR,RTS_E22100.4.MW_A_PW,RTS_E22100.4.MW_M_PW,RTS_E22100.9,RTS_E22090.0,RTS_E22090.1,RTS_E22090.3,RTS_E22090.3.MW_A_PR,RTS_E22090.3.MW_M_PR,RTS_E22090.3.MW_A_PW,RTS_E22090.3.MW_M_PW,RTS_E22090.4,RTS_E22090.4.MW_A_PR,RTS_E22090.4.MW_M_PR,RTS_E22090.4.MW_A_PW,RTS_E22090.4.MW_M_PW,RTS_E22090.9,RTS_E22080.0,RTS_E22080.1,RTS_E22080.3,RTS_E22080.3.MW_A_PR,RTS_E22080.3.MW_M_PR,RTS_E22080.3.MW_A_PW,RTS_E22080.3.MW_M_PW,RTS_E22080.4,RTS_E22080.4.MW_A_PR,RTS_E22080.4.MW_M_PR,RTS_E22080.4.MW_A_PW,RTS_E22080.4.MW_M_PW,RTS_E22080.9,RTS_E22070.0,RTS_E22070.1,RTS_E22070.3,RTS_E22070.3.MW_A_PR,RTS_E22070.3.MW_M_PR,RTS_E22070.3.MW_A_PW,RTS_E22070.3.MW_M_PW,RTS_E22070.4,RTS_E22070.4.MW_A_PR,RTS_E22070.4.MW_M_PR,RTS_E22070.4.MW_A_PW,RTS_E22070.4.MW_M_PW,RTS_E22070.9,RTS_E22060.0,RTS_E22060.1,RTS_E22060.3,RTS_E22060.3.MW_A_PR,RTS_E22060.3.MW_M_PR,RTS_E22060.3.MW_A_PW,RTS_E22060.3.MW_M_PW,RTS_E22060.4,RTS_E22060.4.MW_A_PR,RTS_E22060.4.MW_M_PR,RTS_E22060.4.MW_A_PW,RTS_E22060.4.MW_M_PW,RTS_E22060.9,RTS_E22050.0,RTS_E22050.1,RTS_E22050.3,RTS_E22050.3.MW_A_PR,RTS_E22050.3.MW_M_PR,RTS_E22050.3.MW_A_PW,RTS_E22050.3.MW_M_PW,RTS_E22050.4,RTS_E22050.4.MW_A_PR,RTS_E22050.4.MW_M_PR,RTS_E22050.4.MW_A_PW,RTS_E22050.4.MW_M_PW,RTS_E22050.9,RTS_E22040.0,RTS_E22040.1,RTS_E22040.3,RTS_E22040.3.MW_A_PR,RTS_E22040.3.MW_M_PR,RTS_E22040.3.MW_A_PW,RTS_E22040.3.MW_M_PW,RTS_E22040.4,RTS_E22040.4.MW_A_PR,RTS_E22040.4.MW_M_PR,RTS_E22040.4.MW_A_PW,RTS_E22040.4.MW_M_PW,RTS_E22040.9,RTS_E22030.0,RTS_E22030.1,RTS_E22030.3,RTS_E22030.3.MW_A_PR,RTS_E22030.3.MW_M_PR,RTS_E22030.3.MW_A_PW,RTS_E22030.3.MW_M_PW,RTS_E22030.4,RTS_E22030.4.MW_A_PR,RTS_E22030.4.MW_M_PR,RTS_E22030.4.MW_A_PW,RTS_E22030.4.MW_M_PW,RTS_E22030.9,RTS_E22020.0,RTS_E22020.1,RTS_E22020.3,RTS_E22020.3.MW_A_PR,RTS_E22020.3.MW_M_PR,RTS_E22020.3.MW_A_PW,RTS_E22020.3.MW_M_PW,RTS_E22020.4,RTS_E22020.4.MW_A_PR,RTS_E22020.4.MW_M_PR,RTS_E22020.4.MW_A_PW,RTS_E22020.4.MW_M_PW,RTS_E22020.9,RTS_E22010.0,RTS_E22010.1,RTS_E22010.3,RTS_E22010.3.MW_A_PR,RTS_E22010.3.MW_M_PR,RTS_E22010.3.MW_A_PW,RTS_E22010.3.MW_M_PW,RTS_E22010.4,RTS_E22010.4.MW_A_PR,RTS_E22010.4.MW_M_PR,RTS_E22010.4.MW_A_PW,RTS_E22010.4.MW_M_PW,RTS_E22010.9
7709292,401,372,,,,,,,29,1,20,",302347","6,046945",,135,13,2,3,45,",777778","11,666667",251,"4,111554","114,741036","1,298542","36,181246",,103,62,46,"3,5","140,869565","1,128154","45,212499",190,"4,884211","291,473684","1,504503","89,860821",,2,118,38,"5,210526","242,894737","1,604947","74,471781",243,"12,337449","632,757202","3,747563","192,343403",,7,2,,,,,,392,"1,558673","88,367347",",493611","28,094893",,,4,51,"3,647059","143,235294","1,185948","47,017665",346,"8,526012","453,150289","2,687326","142,902224",,7,15,1,2,90,",7","31,5",378,"3,156085","188,293651","1,015505","60,568113",,234,97,39,"5,512821","180,25641","1,681714","54,94829",31,"7,516129","226,935484","2,334067","70,693147",,139,63,93,"5,419355","162,688172","1,637574","49,164842",106,"9,216981","277,641509","2,853048","85,850695",,,6,42,"19,833333","658,214286","6,287984","209,158907",353,"33,422096","1251,147309","10,387654","389,454752",
7709293,550,86,,,,,,,464,"1,262931","61,616379",",42664","20,76306",,47,26,,,,,,477,"2,522013","83,836478",",838431","27,954598",,57,55,106,"5,462264","163,867925","1,591079","47,732355",332,"6,066265","181,987952","2,116509","63,495275",,94,165,251,"3,896414","206,055777","1,293949","68,970675",40,"7,125","321,75","2,424722","109,540278",,8,,2,1,30,",35","10,5",540,"1,659259","87,574074",",553455","29,230981",,,33,78,"4,025641","152,115385","1,363504","51,733689",439,"5,111617","215,728929","1,70077","72,120861",,550,,,,,,,,,,,,,458,34,21,"4,809524",200,"1,546333","64,519971",37,"6,648649","271,891892","2,169774","88,872026",,34,28,9,"2,777778","133,333333",",972222","46,666667",479,"8,903967","410,563674","2,930204","135,261249",,,1,4,"21,5",645,"7,525","225,75",545,"46,60367","1496,642202","15,434947","495,202788",
7709294,272,8,,,,,,,264,1,15,",323521","4,852814",,6,,3,1,45,",35","15,75",263,"3,292776","174,068441","1,057002","55,90299",,71,20,21,"2,380952","135,714286",",768182","43,590909",160,"7,4","301,125","2,376126","96,503648",,,7,34,3,"252,794118",",83504","70,666219",231,"4,900433","415,714286","1,578509","134,044373",,,10,,,,,,262,"2,721374","169,293893",",876547","54,366506",,,,,,,,,272,"9,904412","436,617647","3,162377","140,231516",,11,,14,1,90,",351316","31,618421",247,2,180,",640549","57,649389",,115,21,60,"5,85","230,666667","1,719288","67,866623",76,"10,368421","372,302632","3,275635","117,653672",,104,16,29,"5,206897","156,724138","1,658297","50,070734",123,"12,634146","381,341463","3,931872","118,336617",,,2,4,"21,75","642,5","7,113426","210,243056",266,"58,477444","1926,240602","18,321956","604,125265",
7709295,231,,,,,,,,231,"1,08658","17,012987",",328879","5,122178",,1,,43,1,45,",315111","14,180018",187,"3,069519","121,84492",",908258","36,335236",,10,14,29,"5,482759","166,551724","1,681798","51,178085",178,"8,589888","279,606742","2,535595","82,496368",,6,35,63,"3,809524",245,"1,159761","74,2255",127,"6,748031","460,944882","1,974969","134,817394",,,,11,2,40,",608241","12,164827",220,"4,204545","151,545455","1,27058","45,673762",,,,1,5,130,"1,029412","26,764706",230,"9,343478","355,586957","2,806717","107,713757",,26,14,1,1,100,",259259","25,925926",190,"2,673684","162,421053",",812481","49,368806",,122,27,71,"5,28169","167,323944","1,629384","51,603736",11,"8,090909","267,272727","2,172988","70,243126",,68,44,11,"3,454545","185,454545",",949842","49,350336",108,"6,648148","814,861111","1,894529","227,864423",,,,1,20,600,7,210,230,"44,313043","1654,5","13,049309","487,338922",
7709296,323,,,,,,,,323,"3,03096","64,736842",",982094","20,935381",,117,131,26,"2,653846",45,",873006","14,807692",49,"2,510204","89,693878",",791043","27,767943",,19,97,56,"3,678571","160,446429","1,155998","50,266431",151,"7,397351","318,97351","2,372723","102,229336",,,63,49,"4,612245","246,22449","1,416287","75,216055",211,"7,815166","455,805687","2,473892","144,063468",,113,18,4,2,"38,75",",7","13,5625",188,"1,542553","82,234043",",492682","26,248034",,,105,113,"4,176991","145,088496","1,355899","47,454535",105,"6,171429","233,142857","1,925181","72,547953",,198,98,,,,,,27,"2,148148","128,888889",",631316","37,878964",,219,48,38,"5,105263","175,131579","1,665804","56,617401",18,"6,944444","254,444444","2,179091","79,349855",,149,46,40,"4,475","152,25","1,471555","50,027472",88,"8,022727","296,704545","2,497841","91,987372",,,2,19,"22,631579","678,947368","6,9577","208,082846",302,"35,668874","1278,990066","11,400285","409,103205",
7709297,178,1,,,,,,,177,"1,19774","20,254237",",397928","6,700557",,,,30,1,40,",346975","13,879012",148,"2,425676","115,472973",",798822","38,078611",,,,5,"3,8",171,"1,148518","51,683333",173,"7,526012","381,589595","2,475709","125,322432",,,7,63,"3,142857","190,47619","1,082716","65,45679",108,"5,462963","464,444444","1,798314","152,300791",,2,,,,,,,176,"2,471591","164,0625",",818644","54,159174",,,,8,"6,375",160,"2,151852","54,015046",170,"7,376471","226,058824","2,452284","75,326835",,,,,,,,,178,2,120,",668892","40,133517",,127,4,14,"4,785714","198,571429","1,636111","67,944444",33,"6,818182","272,727273","2,177385","87,095398",,,106,21,"4,190476","144,285714","1,37037","47,222222",51,"7,333333","259,411765","2,3635","84,037725",,,,,,,,,178,"63,870787","2152,219101","21,052427","709,054124",
7709298,124,5,,,,,,,119,"1,042017","48,02521",",363888","16,879136",,6,22,1,2,45,",7","15,75",95,"1,621053","74,157895",",57381","26,214566",,5,7,6,3,"139,166667","1,059211","49,138158",106,"5,509434","252,877358","1,911346","87,721377",,5,19,24,"2,875","207,5","1,020863","73,696702",76,"5,526316","384,276316","1,915524","133,238482",,6,,1,1,30,",368421","11,052632",117,"13,042735","245,726496","4,567681","85,694523",,3,24,30,"2,833333","144,5",",98252","50,078414",67,"4,238806","224,552239","1,498885","79,37877",,2,1,2,2,90,",7","31,5",119,"6,638655","247,058824","2,307904","85,960711",,84,2,18,"4,888889",150,"1,726429","52,959523",20,"6,55","205,5","2,332719","73,423246",,83,1,3,5,150,"1,568519","47,055556",37,"20,891892","636,486486","7,208336","219,42718",,,,,,,,,124,"66,677419","2076,330645","23,19854","722,596248",
7709299,29,,,,,,,,29,"2,034483","29,655172",",665134","9,675287",,,2,,,,,,27,"6,481481","167,777778","2,066872","53,781893",,,1,3,"4,666667",140,"1,451852","43,555556",25,"8,32","249,6","2,643407","79,302222",,,3,11,"4,090909","226,363636","1,283333","72,050505",15,"8,666667","462,333333","2,797407","149,354938",,1,,,,,,,28,"1,607143","63,75",",530093","20,902778",,,,1,7,150,"2,45","52,5",28,"11,321429","339,285714","3,648148","109,173611",,1,1,,,,,,27,"2,925926","175,555556",",929973","55,798354",,6,2,6,"4,833333","197,5","1,495062","60,277778",15,"7,6",260,"2,375679","81,744444",,,1,6,"4,333333",140,"1,516667",49,22,"11,636364","372,954545","3,647896","116,92298",,,,2,20,"592,5",7,"207,375",27,"37,444444","1141,481481","11,892318","362,213992",
7709300,465,101,,,,,,,364,"1,104396","16,565934",",381813","5,7272",,38,2,20,1,45,",350921","15,791447",405,"2,725926","118,555556",",939586","40,862691",,2,16,23,"4,086957","166,304348","1,209024","50,088442",424,"6,528302","264,198113","2,265024","91,615186",,68,88,108,"3,185185","201,666667","1,106385","69,887347",201,"5,925373","411,492537","2,021502","140,453626",,14,,,,,,,451,"2,161863","114,678492",",743247","39,428159",,,47,127,"4,779528","155,826772","1,654877","54,009179",291,"6,408935","225,395189","2,207604","77,814985",,37,5,,,,,,423,"2,940898","176,453901","1,017808","61,068451",,430,14,5,"4,2",204,"1,47","71,4",16,"11,1875","462,1875","3,822752","159,170687",,257,60,19,"3,894737","146,052632","1,24853","47,645642",129,"13,364341","470,116279","4,504896","158,626955",,,3,12,"20,833333","621,666667","7,097739","211,765499",450,"36,433333","1222,611111","12,555055","421,568779",
7709301,119,10,,,,,,,109,"1,541284","46,605505",",530546","16,055018",,,13,3,"1,666667",45,",583333","15,75",103,"3,932039","135,436893","1,343515","46,35187",,2,14,41,"4,731707","141,95122","1,62691","48,807303",62,"7,064516","211,935484","2,41809","72,542692",,10,57,27,"4,814815","221,111111","1,593863","73,944986",25,"7,44",406,"2,544561","138,801949",,6,,3,1,30,",340341","10,21024",110,"2,6","84,454545",",855245","28,41159",,7,110,2,"4,5",120,"1,575",42,,,,,,,12,9,30,2,90,",677031","30,466374",68,3,135,"1,037238","46,675697",,45,15,37,"4,675676","180,810811","1,640469","63,443101",22,"6,5","263,636364","2,214031","89,833954",,24,31,32,"3,5","127,5","1,208029","44,115863",32,"6,34375","263,4375","2,105245","87,662463",,,7,23,"20,086957","615,434783","6,839135","209,521676",89,"33,168539","1012,52809","11,29719","345,062266",
7709302,602,5,,,,,,,597,"1,698492","26,842546",",544689","8,585115",,261,201,35,"1,971429","43,142857",",639865","13,87557",105,"4,666667","195,285714","1,463839","61,435036",,39,188,254,"4,984252","156,811024","1,54819","48,718055",121,"6,471074","203,553719","2,079982","65,482802",,176,121,111,"3,540541","251,081081","1,047388","73,180385",194,"4,989691","343,814433","1,654067","115,385197",,124,59,14,"1,285714",30,",397241","9,090322",405,"2,77284","96,148148",",881068","30,491323",,77,164,213,"4,361502","143,474178","1,415683","46,529948",148,"6,371622","211,756757","2,014879","67,003623",,266,47,15,2,90,",633649","28,514215",274,"3,007299","135,328467",",953315","42,899171",,405,61,78,"5,128205","174,487179","1,587736","54,098063",58,8,"263,706897","2,490217","81,744431",,364,67,107,"5,074766","162,102804","1,533088","49,096378",64,"6,328125","214,609375","1,923996","65,375356",,,14,57,"19,614035","662,631579","6,148793","207,597562",531,"35,683616","1203,832392","11,23012","378,600233",
7709303,183,41,,,,,,,142,"1,119718","18,06338",",34612","5,597126",,3,7,1,1,45,",35","15,75",172,"1,895349","87,645349",",580578","27,052382",,7,27,18,"3,833333","156,388889","1,172586","47,574718",131,"6,51145","286,412214","1,986087","87,636601",,22,33,40,"3,75","218,625","1,170859","67,794373",88,"7,431818","573,068182","2,239555","173,335615",,6,,4,1,30,",311728","9,351833",173,"1,924855","124,16185",",597292","38,690798",,,1,8,"3,25","123,75","1,046759","40,25",174,"6,097701","366,37931","1,873921","113,310087",,2,12,1,2,90,",7","31,5",168,"2,886905","173,214286",",890241","53,414434",,136,5,27,"5,740741","178,888889","1,741838","54,235597",15,"6,866667",206,"2,096377","62,891311",,87,5,1,2,180,",518519","46,666667",90,"5,188889","461,666667","1,583533","140,84789",,,6,63,"16,777778","683,492063","5,233688","213,537753",114,"22,877193","955,04386","6,914747","288,815582",
7709304,63,61,,,,,,,2,1,30,",327174","9,815218",,,6,8,"2,25","51,25",",716186","17,443105",49,"4,734694","110,102041","1,242665","29,378695",,11,17,25,"4,96",180,"1,328616","48,784892",10,"6,4",222,"1,987525","69,201515",,12,25,14,"4,214286","252,857143","1,168911","70,134681",12,6,360,"1,769899","106,193948",,26,,,,,,,37,"2,027027",120,",574889","33,977343",,,11,14,"2,928571","143,571429",",838895","41,18177",38,"4,447368","230,263158","1,24962","64,639361",,19,44,,,,,,,,,,,,43,11,6,7,210,"1,624166","48,724975",3,"6,666667",200,"2,248485","67,454545",,8,23,13,"5,923077","184,615385","1,703152","51,578541",19,"12,210526","348,947368","3,405041","100,128089",,,2,3,21,630,"6,509631","195,288922",58,"52,275862","1681,637931","14,047839","456,315341",
7709305,331,1,,,,,,,330,"1,009091","15,136364",",322666","4,839997",,,,6,3,50,"1,05","17,5",325,"7,049231","186,723077","2,206778","58,503445",,15,14,46,"4,565217","136,956522","1,447","43,410001",256,"7,210938","216,328125","2,249073","67,472192",,1,47,71,"4,774648","234,859155","1,483022","74,50921",212,"10,353774","506,15566","3,207843","157,701388",,12,,2,1,30,",259259","7,777778",317,"2,056782","113,596215",",663066","36,660783",,,,,,,,,331,"8,531722","318,564955","2,710349","101,722235",,1,14,,,,,,316,"2,848101","170,886076",",909825","54,589511",,246,5,8,"5,125","153,75","1,657639","49,729167",72,"7,208333","221,805556","2,191911","67,840415",,75,34,38,"4,921053","142,105263","1,564064","45,417527",184,"10,353261","335,543478","3,20933","104,241569",,,6,29,"20,517241","615,517241","6,445176","193,355273",296,"33,087838","992,635135","10,375561","311,266822",
7709306,119,,,,,,,,119,"1,97479","32,394958",",675701","11,064992",,22,27,2,2,"47,5",",7","16,625",68,"2,544118","110,514706",",87288","37,939474",,12,7,9,"3,444444","158,333333","1,074486","49,216049",91,"4,912088","226,813187","1,687681","77,953901",,12,10,16,"3,6875","221,25","1,293038","77,58228",81,"6,753086","522,962963","2,286882","177,092253",,18,,3,1,30,",35","10,5",98,"1,571429","91,530612",",537574","31,34568",,,2,8,"4,5",155,"1,575","54,25",109,"7,706422","296,146789","2,623544","101,274804",,23,4,1,2,90,",7","31,5",91,"7,318681","329,340659","2,501084","112,548784",,95,4,14,"4,714286","141,428571","1,60463","48,138889",6,"6,5",195,"2,275","68,25",,18,14,49,"4,673469","140,204082","1,607572","48,227175",38,"6,684211","200,263158","2,276005","68,178363",,,7,11,"20,181818","583,636364","6,824411","197,302189",101,"32,851485","1244,752475","11,290623","428,567648",
7709307,282,,,,,,,,282,"1,762411","26,755319",",587402","8,922725",,,6,10,"1,1",45,",368148","15,254167",266,"3,105263","88,928571","1,055875","30,237877",,,5,24,"3,041667",145,"1,019128","48,897661",253,"6,225296","259,920949","2,099219","87,757465",,6,25,41,"3,731707","228,292683","1,219076","74,599023",210,"7,104762",444,"2,3955","149,802987",,1,2,,,,,,279,"2,268817","89,408602",",768568","30,305469",,,,3,"2,666667",145,",933333","50,75",279,"5,666667","321,612903","1,919834","108,998625",,10,24,,,,,,248,"2,524194","151,451613",",860379","51,622744",,190,9,24,"5,041667","183,75","1,697068","61,736111",59,"6,508475","212,20339","2,164512","70,460799",,144,8,32,"5,1875","155,625","1,664001","49,920029",98,"8,581633","258,061224","2,852164","85,751433",,,2,22,"20,227273","617,727273","6,905724","210,742424",258,"35,682171","1166,27907","11,991478","391,986081",
7709308,444,65,,,,,,,379,"1,002639","44,960422",",32689","14,658225",,82,52,13,1,45,",35864","16,138803",297,"2,993266","122,424242",",979123","40,074907",,24,29,193,"4,777202","157,150259","1,517302","50,008489",198,"6,025253","204,393939","1,958942","66,63013",,,95,140,"3,707143","219,357143","1,217852","72,106309",209,"7,392344","487,77512","2,382908","156,663329",,10,,5,1,30,",331852","9,955556",429,"6,771562","151,526807","2,170798","49,167919",,,4,40,"5,525","143,625","1,89778","49,479414",400,"7,5625","267,8125","2,451482","87,177375",,7,20,21,2,105,",657663","34,52729",396,"2,929293","161,704545",",956563","52,823627",,299,31,63,"5,555556","175,555556","1,73457","54,881884",51,"6,529412","214,705882","2,154662","70,700583",,183,65,74,5,"154,797297","1,602761","49,699146",122,"10,008197","304,877049","3,191099","97,302917",,,,10,"19,9",660,"6,521667","216,67963",434,"35,769585","1307,776498","11,505932","421,081698",
7709309,26,12,,,,,,,14,"1,142857","36,428571",",382672","12,230159",,,22,2,2,50,",60926","15,231482",2,3,60,",913889","18,277778",,4,,2,2,120,",738889","44,333334",20,"3,75",225,"1,242593","74,555556",,1,4,12,"3,916667","233,75","1,291358","77,157407",9,"6,222222",365,"2,133128","125,070988",,,,,,,,,26,3,"259,615385","1,012536","87,912393",,,14,4,"4,75",155,"1,6625","54,25",8,"7,875",225,"2,688195","76,084491",,2,16,,,,,,8,2,120,",65463","39,277778",,6,4,4,"5,25","157,5","1,678704","50,361111",12,"9,583333","287,5","3,180864","95,425926",,1,7,5,"3,4",144,"1,140741","47,405555",13,"5,615385","238,846154","1,917094","82,166667",,,3,1,20,630,7,"220,5",22,"56,272727","2007,954545","18,813636","671,818182",
7709310,153,,,,,,,,153,"2,071895","75,686275",",679211","24,840918",,35,6,,,,,,112,"1,383929","71,517857",",447272","23,174937",,2,5,6,"2,166667",130,",712963","42,777778",140,"4,685714","281,142857","1,539586","92,375165",,2,15,19,"3,789474","228,947368","1,224525","73,880886",117,"7,119658","445,042735","2,293281","143,097025",,,,,,,,,153,"17,333333","608,627451","5,651813","198,778273",,,,4,"6,5","143,75","2,241667","49,729167",149,"11,087248","288,691275","3,617009","94,612766",,10,38,,,,,,105,"2,095238","125,714286",",675144","40,508643",,95,8,32,"5,25","166,25","1,704655","54,0245",18,"6,333333","194,444444","2,158861","66,341855",,4,43,24,"3,458333","156,666667","1,103402","49,776109",82,"5,841463","322,560976","1,871168","103,067323",,,,2,"20,5",615,"7,175","215,25",151,"53,827815","1965,066225","17,386531","633,357562",
7709311,424,,,,,,,,424,"2,457547","53,183962",",799016","17,319159",,14,,,,,,,410,"2,517073","100,02439",",801871","32,158",,,51,76,"4,986842","149,605263","1,594817","47,844503",297,"17,501684","525,050505","5,72748","171,824399",,30,133,82,"3,939024","228,658537","1,236845","72,532837",179,"5,849162","362,681564","1,894275","117,827248",,,,,,,,,424,"2,174528","106,627358",",712526","34,986471",,,,27,"4,444444","163,148148","1,458244","54,193371",397,"7,63728","232,896725","2,474639","76,105171",,115,50,,,,,,259,2,120,",665262","39,915737",,189,68,76,"5,276316","158,289474","1,676323","50,289687",91,"7,736264","232,087912","2,450735","73,522063",,161,56,8,"4,875","148,125","1,626852","49,461806",199,"14,577889","494,773869","4,591241","155,492389",,,,4,20,600,"6,815022","204,450658",420,"38,683333","1300,404762","12,45111","418,232666",
7709312,708,652,,,,,,,56,"1,035714","15,535714",",343752","5,156274",,5,263,154,"2,188312",45,",741653","15,201031",286,"3,426573","82,237762","1,129046","27,122134",,110,30,149,"3,147651","133,389262","1,08412","45,795645",419,"8,286396","409,188544","2,76738","135,478822",,213,178,72,"3,638889","219,166667","1,24248","74,963938",245,"7,138776","513,183673","2,361983","169,637093",,480,89,9,2,30,",643938","9,659069",130,"3,038462","110,846154","1,020213","37,422731",,,,1,6,165,"2,1","57,75",707,"9,289958","271,011315","3,115611","91,078768",,,,376,2,90,",683162","30,74229",332,"3,141566","146,340361","1,042709","48,58897",,358,102,190,"4,963158","148,894737","1,6423","49,269",58,"6,344828","190,344828","2,131717","63,951502",,1,5,8,"4,625",135,"1,597917","46,645833",694,"14,795389","460,317003","4,917937","152,992454",,,13,48,"17,333333",610,"5,864394","207,223853",647,"30,136012","1305,486862","10,048372","434,99656",
7709313,261,13,,,,,,,248,1,45,",3239","14,575514",,,,,,,,,261,"5,141762","270,172414","1,655759","87,092061",,24,40,55,"3,927273","177,545455","1,112292","50,287118",142,"5,161972","235,105634","1,708323","77,80993",,6,46,50,"3,3","236,7","1,051665","75,701451",159,"6,893082","487,264151","2,111182","149,956482",,,,,,,,,261,"6,218391","199,750958","1,992403","64,564978",,,48,76,"4,105263","141,513158","1,368618","47,139036",137,"5,722628","225,948905","1,819613","71,394222",,5,43,31,1,90,",344146","30,973118",182,"2,005495","150,164835",",642737","48,114346",,175,8,35,"5,457143","225,428571","1,680221","69,621895",43,"8,069767","327,906977","2,630651","105,238614",,54,30,40,"2,575","143,25",",838455","46,642042",137,"5,291971","321,532847","1,657091","100,434385",,,,6,"21,666667",650,"7,583333","227,5",255,"43,164706","1421,235294","13,522795","444,282462",
7709314,121,2,,,,,,,119,"1,159664","18,151261",",394479","6,181892",,,,,,,,,121,"7,950413","246,07438","2,697098","83,724624",,1,23,18,"3,666667","145,833333","1,283333","51,041667",79,"6,392405","284,177215","2,140094","95,263344",,5,16,40,"3,575","211,25","1,214954","72,031944",60,"7,216667","445,333333","2,418249","149,073182",,,,,,,,,121,"20,983471","415,909091","7,071248","140,373001",,,,1,4,150,"1,4","52,5",120,"7,233333","282,708333","2,456884","96,007643",,6,33,1,2,105,",736842","38,684211",81,"2,08642","123,82716",",70078","41,571498",,74,6,7,"4,714286","152,142857","1,572222","49,944444",34,"8,529412","264,264706","2,829498","87,818756",,,,,,,,,121,"16,561983","731,528926","5,587818","246,620626",,,,,,,,,121,"46,61157","1307,809917","15,757195","442,026825",
7709315,469,59,2,,,,,,408,"1,105392","16,151961",",372838","5,447688",,191,103,43,"1,953488",45,",640226","14,771365",132,"2,401515","67,613636",",782513","21,981584",,222,5,55,"4,927273","174,727273","1,536545","54,85407",187,"6,812834","256,256684","2,284198","85,761036",,160,140,23,"3,521739","214,565217","1,190078","72,490378",146,"9,732877","811,746575","3,159576","263,954933",,90,12,,,,,,367,"1,803815","98,474114",",601194","32,484373",,,10,103,"5,436893","153,932039","1,811394","51,270234",356,"8,547753","233,581461","2,867717","78,384599",,95,321,,,,,,53,2,120,",677926","40,675577",,297,6,39,"5,153846","201,794872","1,728844","67,367289",127,"7,299213","304,133858","2,353435","97,455566",,237,49,24,"4,875","146,25","1,594445","47,833333",159,"11,27673","342,264151","3,596843","109,049955",,,1,5,"18,8",571,"6,58","199,85",463,"68,708423","2173,488121","22,736899","718,81778",
7709316,33,13,,,,,,,20,"1,05","16,5",",331623","5,236846",,11,12,8,1,45,",3093","13,918505",2,"2,5","102,5",",78426","31,791667",,2,3,15,"4,733333",152,"1,564248","49,883006",13,"7,538462","290,769231","2,286174","89,52539",,10,15,6,4,240,"1,083297","64,997821",2,5,295,"1,75","103,25",,1,12,,,,,,20,"17,5",72,"5,18957","22,766013",,,1,22,"5,636364","150,909091","1,824104","49,003119",10,10,"225,5","3,073519","70,077778",,7,24,,,,,,2,1,240,",35",84,,6,15,8,"5,625","168,75","1,670507","50,115196",4,6,180,"2,1",63,,2,14,7,"4,571429","145,714286","1,522222","48,666667",10,"8,3",396,"2,669074","125,533333",,,2,5,"23,4",706,"6,792593","204,814815",26,"32,615385","1096,730769","10,363244","348,039572",
